id,attr
466,0
467,0
468,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
483,0
484,0
485,0
486,0
488,0
489,0
492,0
493,0
494,0
495,0
496,0
498,0
499,0
500,0
501,0
502,0
504,0
505,0
507,0
509,0
510,0
513,0
514,0
515,0
517,0
518,0
520,0
521,0
522,0
524,0
532,0
534,0
537,0
538,0
539,0
540,0
543,0
545,0
547,0
548,0
550,0
556,0
557,0
559,0
561,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
584,0
586,0
587,0
588,0
590,0
593,0
594,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
615,0
616,0
618,0
619,0
621,0
622,0
624,0
625,0
626,0
627,0
629,0
630,0
632,0
633,0
634,0
636,0
637,0
638,0
640,0
641,0
642,0
645,0
646,0
647,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
658,0
662,0
664,0
665,0
666,0
670,0
673,0
676,0
678,0
681,0
682,0
683,0
685,0
687,0
688,0
690,0
691,0
692,0
694,0
695,0
696,0
697,0
698,0
700,0
702,0
704,0
705,0
707,0
709,0
710,0
714,0
715,0
716,0
717,0
719,0
722,0
723,0
724,0
726,0
728,0
731,0
734,0
735,0
737,0
738,0
740,0
741,0
743,0
744,0
745,0
746,0
750,0
752,0
753,0
754,0
756,0
757,0
758,0
762,0
763,0
765,0
767,0
768,0
770,0
771,0
772,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
783,0
785,0
786,0
787,0
789,0
792,0
793,0
795,0
797,0
800,0
801,0
802,0
803,0
805,0
807,0
808,0
809,0
810,0
813,0
814,0
817,0
818,0
819,0
821,0
822,0
824,0
826,0
828,0
829,0
830,0
834,0
835,0
837,0
838,0
840,0
841,0
842,0
843,0
845,0
846,0
849,0
851,0
852,0
854,0
855,0
856,0
858,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
868,0
870,0
871,0
872,0
873,0
874,0
876,0
878,0
881,0
885,0
886,0
887,0
888,0
889,0
890,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
904,0
905,0
908,0
910,0
911,0
912,0
915,0
918,0
919,0
921,0
922,0
924,0
928,0
929,0
931,0
933,0
935,0
937,0
938,0
941,0
942,0
943,0
945,0
948,0
951,0
953,0
955,0
958,0
959,0
960,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
981,0
982,0
985,0
986,0
987,0
989,0
991,0
995,0
998,0
999,0
1000,0
1002,0
1006,0
1008,0
1009,0
1011,0
1014,0
1015,0
1017,0
1018,0
1019,0
1020,0
1022,0
1023,0
1025,0
1026,0
1028,0
1032,0
1034,0
1035,0
1037,0
1038,0
1039,0
1042,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1054,0
1057,0
1059,0
1060,0
1065,0
1066,0
1067,0
1070,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1081,0
1083,0
1088,0
1089,0
1096,0
1097,0
1098,0
1100,0
1101,0
1103,0
1105,0
1107,0
1110,0
1111,0
1112,0
1113,0
1114,0
1117,0
1119,0
1120,0
1122,0
1123,0
1125,0
1126,0
1128,0
1131,0
1133,0
1135,0
1136,0
1137,0
1139,0
1140,0
1141,0
1143,0
1144,0
1147,0
1148,0
1151,0
1153,0
1156,0
1157,0
1158,0
1159,0
1160,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1169,0
1170,0
1172,0
1173,0
1175,0
1177,0
1178,0
1179,0
1180,0
1181,0
1183,0
1184,0
1186,0
1188,0
1189,0
1192,0
1200,0
1201,0
1203,0
1204,0
1205,0
1206,0
1208,0
1210,0
1211,0
1212,0
1213,0
1214,0
1218,0
1220,0
1221,0
1223,0
1224,0
1226,0
1227,0
1232,0
1235,0
1237,0
1239,0
1240,0
1242,0
1245,0
1246,0
1249,0
1250,0
1251,0
1252,0
1255,0
1261,0
1262,0
1263,0
1268,0
1269,0
1272,0
1273,0
1274,0
1275,0
1277,0
1278,0
1279,0
1280,0
1282,0
1283,0
1284,0
1285,0
1287,0
1288,0
1290,0
1291,0
1293,0
1295,0
1298,0
1299,0
1302,0
1304,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1314,0
1315,0
1316,0
1318,0
1319,0
1322,0
1323,0
1324,0
1325,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1342,0
1344,0
1346,0
1348,0
1349,0
1351,0
1352,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1362,0
1367,0
1370,0
1371,0
1372,0
1375,0
1376,0
1377,0
1379,0
1380,0
1382,0
1383,0
1386,0
1391,0
1393,0
1394,0
1398,0
1399,0
1401,0
1402,0
1403,0
1404,0
1405,0
1407,0
1408,0
1409,0
1413,0
1414,0
1415,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1425,0
1426,0
1427,0
1430,0
1433,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1446,0
1447,0
1448,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1461,0
1462,0
1464,0
1465,0
1468,0
1469,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1483,0
1484,0
1486,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1497,0
1498,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1509,0
1511,0
1512,0
1514,0
1515,0
1516,0
1518,0
1519,0
1520,0
1522,0
1523,0
1524,0
1526,0
1529,0
1530,0
1532,0
1533,0
1536,0
1537,0
1541,0
1542,0
1546,0
1547,0
1548,0
1550,0
1553,0
1555,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1566,0
1568,0
1571,0
1575,0
1580,0
1582,0
1585,0
1588,0
1589,0
1591,0
1593,0
1595,0
1596,0
1598,0
1599,0
1600,0
1602,0
1603,0
1604,0
1608,0
1609,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1618,0
1619,0
1620,0
1623,0
1624,0
1625,0
1627,0
1629,0
1631,0
1633,0
1635,0
1637,0
1638,0
1639,0
1640,0
1641,0
1644,0
1645,0
1647,0
1648,0
1649,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1658,0
1659,0
1661,0
1662,0
1663,0
1664,0
1665,0
1667,0
1670,0
1671,0
1672,0
1673,0
1674,0
1677,0
1678,0
1679,0
1681,0
1682,0
1683,0
1684,0
1685,0
1687,0
1689,0
1692,0
1694,0
1695,0
1696,0
1697,0
1698,0
1700,0
1703,0
1704,0
1705,0
1709,0
1711,0
1714,0
1716,0
1717,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1728,0
1731,0
1732,0
1733,0
1735,0
1736,0
1738,0
1740,0
1741,0
1745,0
1747,0
1749,0
1750,0
1751,0
1752,0
1754,0
1755,0
1756,0
1758,0
1761,0
1762,0
1768,0
1773,0
1775,0
1776,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1791,0
1793,0
1795,0
1796,0
1797,0
1798,0
1800,0
1801,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1814,0
1817,0
1819,0
1820,0
1821,0
1822,0
1823,0
1825,0
1827,0
1829,0
1830,0
1831,0
1832,0
1836,0
1838,0
1839,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1849,0
1850,0
1851,0
1852,0
1853,0
1857,0
1858,0
1859,0
1861,0
1864,0
1865,0
1867,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1878,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1895,0
1897,0
1898,0
1899,0
1902,0
1903,0
1904,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1928,0
1929,0
1931,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1943,0
1945,0
1946,0
1947,0
1948,0
1951,0
1953,0
1955,0
1957,0
1958,0
1959,0
1962,0
1963,0
1965,0
1966,0
1967,0
1969,0
1971,0
1972,0
1974,0
1975,0
1976,0
1978,0
1979,0
1980,0
1981,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2005,0
2007,0
2008,0
2009,0
2012,0
2014,0
2018,0
2019,0
2023,0
2027,0
2029,0
2030,0
2031,0
2032,0
2034,0
2038,0
2040,0
2043,0
2044,0
2046,0
2047,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2057,0
2058,0
2060,0
2061,0
2063,0
2064,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2077,0
2079,0
2081,0
2082,0
2085,0
2086,0
2089,0
2090,0
2091,0
2092,0
2099,0
2100,0
2102,0
2104,0
2105,0
2106,0
2107,0
2110,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2123,0
2125,0
2126,0
2127,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2141,0
2144,0
2145,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2154,0
2159,0
2161,0
2165,0
2169,0
2171,0
2173,0
2174,0
2176,0
2177,0
2178,0
2179,0
2181,0
2182,0
2183,0
2186,0
2187,0
2188,0
2189,0
2190,0
2193,0
2194,0
2196,0
2197,0
2199,0
2200,0
2201,0
2203,0
2205,0
2206,0
2208,0
2210,0
2211,0
2212,0
2213,0
2215,0
2216,0
2219,0
2220,0
2222,0
2223,0
2224,0
2227,0
2229,0
2230,0
2231,0
2233,0
2234,0
2236,0
2238,0
2241,0
2245,0
2246,0
2247,0
2249,0
2256,0
2257,0
2259,0
2260,0
2263,0
2264,0
2265,0
2267,0
2268,0
2269,0
2272,0
2274,0
2276,0
2277,0
2279,0
2281,0
2283,0
2285,0
2286,0
2288,0
2293,0
2294,0
2296,0
2298,0
2300,0
2301,0
2302,0
2303,0
2305,0
2307,0
2308,0
2311,0
2312,0
2313,0
2314,0
2315,0
2317,0
2321,0
2322,0
2323,0
2325,0
2326,0
2327,0
2328,0
2331,0
2334,0
2336,0
2337,0
2338,0
2339,0
2341,0
2343,0
2344,0
2345,0
2348,0
2349,0
2350,0
2352,0
2354,0
2356,0
2358,0
2359,0
2361,0
2363,0
2364,0
2365,0
2366,0
2367,0
2369,0
2371,0
2378,0
2379,0
2380,0
2381,0
2382,0
2384,0
2385,0
2391,0
2392,0
2394,0
2395,0
2397,0
2398,0
2399,0
2400,0
2403,0
2411,0
2412,0
2415,0
2416,0
2417,0
2418,0
2419,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2429,0
2430,0
2432,0
2434,0
2439,0
2441,0
2443,0
2444,0
2445,0
2448,0
2449,0
2450,0
2452,0
2453,0
2454,0
2455,0
2458,0
2459,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2475,0
2476,0
2477,0
2478,0
2479,0
2481,0
2483,0
2484,0
2486,0
2487,0
2491,0
2492,0
2495,0
2496,0
2497,0
2498,0
2499,0
2501,0
2503,0
2505,0
2508,0
2509,0
2511,0
2515,0
2517,0
2518,0
2523,0
2524,0
2525,0
2527,0
2530,0
2531,0
2533,0
2534,0
2535,0
2537,0
2538,0
2540,0
2541,0
2543,0
2544,0
2545,0
2546,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2562,0
2565,0
2567,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2584,0
2586,0
2587,0
2588,0
2589,0
2592,0
2594,0
2597,0
2598,0
2599,0
2601,0
2602,0
2603,0
2605,0
2606,0
2607,0
2612,0
2613,0
2614,0
2618,0
2619,0
2621,0
2622,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2631,0
2637,0
2640,0
2641,0
2643,0
2646,0
2648,0
2650,0
2651,0
2652,0
2654,0
2655,0
2657,0
2658,0
2659,0
2661,0
2662,0
2663,0
2665,0
2666,0
2667,0
2669,0
2671,0
2672,0
2673,0
2674,0
2679,0
2681,0
2682,0
2683,0
2685,0
2686,0
2687,0
2689,0
2691,0
2692,0
2694,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2707,0
2708,0
2709,0
2710,0
2711,0
2715,0
2716,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2728,0
2730,0
2731,0
2732,0
2734,0
2735,0
2737,0
2739,0
2741,0
2742,0
2743,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2753,0
2754,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2764,0
2765,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2783,0
2785,0
2788,0
2792,0
2795,0
2797,0
2798,0
2799,0
2801,0
2802,0
2803,0
2806,0
2807,0
2808,0
2814,0
2815,0
2816,0
2818,0
2819,0
2821,0
2822,0
2824,0
2825,0
2826,0
2830,0
2831,0
2832,0
2834,0
2840,0
2843,0
2844,0
2847,0
2848,0
2849,0
2850,0
2852,0
2854,0
2855,0
2856,0
2858,0
2861,0
2862,0
2864,0
2865,0
2866,0
2870,0
2871,0
2873,0
2874,0
2875,0
2876,0
2878,0
2882,0
2883,0
2885,0
2886,0
2887,0
2888,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2901,0
2903,0
2904,0
2905,0
2907,0
2909,0
2910,0
2911,0
2912,0
2916,0
2917,0
2920,0
2921,0
2922,0
2924,0
2926,0
2927,0
2928,0
2930,0
2931,0
2933,0
2934,0
2935,0
2938,0
2939,0
2943,0
2944,0
2946,0
2948,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2959,0
2960,0
2961,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2974,0
2977,0
2978,0
2979,0
2980,0
2981,0
2983,0
2984,0
2986,0
2988,0
2989,0
2990,0
2991,0
2993,0
2995,0
2997,0
2998,0
3001,0
3002,0
3003,0
3004,0
3008,0
3009,0
3011,0
3012,0
3013,0
3014,0
3017,0
3018,0
3021,0
3023,0
3025,0
3026,0
3027,0
3029,0
3030,0
3031,0
3032,0
3035,0
3036,0
3040,0
3041,0
3042,0
3046,0
3047,0
3049,0
3050,0
3051,0
3055,0
3058,0
3060,0
3062,0
3064,0
3065,0
3066,0
3069,0
3070,0
3071,0
3073,0
3075,0
3076,0
3077,0
3078,0
3079,0
3080,0
3081,0
3082,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3092,0
3093,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3102,0
3103,0
3104,0
3108,0
3109,0
3110,0
3111,0
3113,0
3114,0
3117,0
3119,0
3120,0
3121,0
3122,0
3123,0
3125,0
3126,0
3129,0
3131,0
3132,0
3133,0
3135,0
3136,0
3137,0
3138,0
3139,0
3140,0
3141,0
3142,0
3143,0
3145,0
3146,0
3149,0
3152,0
3154,0
3155,0
3156,0
3157,0
3161,0
3162,0
3163,0
3164,0
3165,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3176,0
3177,0
3179,0
3180,0
3181,0
3182,0
3185,0
3189,0
3191,0
3195,0
3196,0
3197,0
3200,0
3201,0
3203,0
3204,0
3206,0
3208,0
3209,0
3210,0
3212,0
3213,0
3216,0
3217,0
3219,0
3220,0
3221,0
3222,0
3224,0
3226,0
3227,0
3228,0
3229,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3244,0
3245,0
3246,0
3247,0
3250,0
3251,0
3252,0
3253,0
3256,0
3259,0
3260,0
3261,0
3263,0
3268,0
3269,0
3270,0
3271,0
3272,0
3274,0
3275,0
3277,0
3278,0
3280,0
3283,0
3284,0
3287,0
3288,0
3289,0
3293,0
3295,0
3296,0
3298,0
3299,0
3300,0
3301,0
3302,0
3303,0
3304,0
3306,0
3307,0
3308,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3319,0
3320,0
3321,0
3322,0
3324,0
3325,0
3327,0
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3337,0
3338,0
3340,0
3341,0
3342,0
3344,0
3345,0
3350,0
3352,0
3353,0
3355,0
3357,0
3359,0
3361,0
3362,0
3363,0
3364,0
3365,0
3367,0
3369,0
3370,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,0
3380,0
3382,0
3384,0
3385,0
3389,0
3391,0
3392,0
3397,0
3398,0
3400,0
3402,0
3403,0
3405,0
3408,0
3409,0
3410,0
3414,0
3415,0
3417,0
3418,0
3419,0
3420,0
3421,0
3423,0
3424,0
3425,0
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3435,0
3438,0
3439,0
3440,0
3441,0
3442,0
3443,0
3444,0
3447,0
3449,0
3450,0
3451,0
3452,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3462,0
3464,0
3466,0
3468,0
3469,0
3470,0
3471,0
3472,0
3474,0
3475,0
3477,0
3479,0
3480,0
3481,0
3482,0
3485,0
3486,0
3489,0
3490,0
3493,0
3499,0
3500,0
3501,0
3504,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3514,0
3516,0
3518,0
3520,0
3522,0
3523,0
3525,0
3526,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3539,0
3540,0
3541,0
3542,0
3543,0
3545,0
3547,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3558,0
3560,0
3565,0
3566,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3575,0
3577,0
3578,0
3580,0
3583,0
3585,0
3587,0
3588,0
3590,0
3591,0
3592,0
3594,0
3596,0
3599,0
3600,0
3601,0
3602,0
3604,0
3611,0
3612,0
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3622,0
3623,0
3624,0
3626,0
3627,0
3630,0
3632,0
3633,0
3634,0
3639,0
3640,0
3641,0
3643,0
3646,0
3647,0
3649,0
3650,0
3651,0
3654,0
3655,0
3656,0
3657,0
3658,0
3659,0
3663,0
3664,0
3666,0
3670,0
3671,0
3672,0
3673,0
3674,0
3676,0
3677,0
3679,0
3680,0
3681,0
3685,0
3686,0
3687,0
3688,0
3691,0
3693,0
3694,0
3695,0
3696,0
3700,0
3701,0
3702,0
3705,0
3710,0
3713,0
3715,0
3717,0
3718,0
3719,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3729,0
3730,0
3731,0
3733,0
3737,0
3739,0
3740,0
3741,0
3744,0
3746,0
3747,0
3748,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3761,0
3762,0
3764,0
3766,0
3769,0
3771,0
3772,0
3775,0
3778,0
3779,0
3780,0
3781,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3790,0
3791,0
3793,0
3795,0
3796,0
3797,0
3799,0
3800,0
3801,0
3804,0
3806,0
3807,0
3809,0
3811,0
3813,0
3814,0
3815,0
3816,0
3819,0
3821,0
3823,0
3824,0
3825,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3835,0
3836,0
3838,0
3839,0
3840,0
3841,0
3842,0
3844,0
3848,0
3849,0
3850,0
3853,0
3855,0
3857,0
3858,0
3859,0
3861,0
3863,0
3866,0
3867,0
3869,0
3870,0
3872,0
3874,0
3875,0
3877,0
3878,0
3879,0
3882,0
3883,0
3884,0
3889,0
3890,0
3892,0
3893,0
3898,0
3901,0
3902,0
3903,0
3909,0
3911,0
3912,0
3914,0
3915,0
3916,0
3920,0
3921,0
3922,0
3924,0
3925,0
3927,0
3930,0
3932,0
3933,0
3935,0
3940,0
3942,0
3943,0
3944,0
3946,0
3947,0
3948,0
3951,0
3952,0
3954,0
3955,0
3956,0
3959,0
3961,0
3964,0
3966,0
3967,0
3968,0
3969,0
3970,0
3971,0
3973,0
3974,0
3975,0
3976,0
3978,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3995,0
3996,0
3997,0
3999,0
4002,0
4004,0
4005,0
4006,0
4007,0
4008,0
4010,0
4013,0
4014,0
4015,0
4016,0
4018,0
4019,0
4022,0
4023,0
4024,0
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4047,0
4048,0
4050,0
4054,0
4056,0
4058,0
4060,0
4062,0
4063,0
4065,0
4067,0
4068,0
4069,0
4070,0
4071,0
4072,0
4076,0
4077,0
4078,0
4079,0
4082,0
4085,0
4086,0
4087,0
4089,0
4090,0
4092,0
4093,0
4094,0
4095,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4107,0
4109,0
4110,0
4115,0
4116,0
4117,0
4119,0
4120,0
4122,0
4123,0
4124,0
4125,0
4127,0
4129,0
4132,0
4135,0
4138,0
4139,0
4140,0
4141,0
4143,0
4144,0
4145,0
4146,0
4150,0
4151,0
4152,0
4154,0
4155,0
4156,0
4158,0
4161,0
4162,0
4164,0
4165,0
4166,0
4168,0
4169,0
4170,0
4171,0
4172,0
4174,0
4175,0
4176,0
4177,0
4180,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4189,0
4191,0
4192,0
4193,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4202,0
4203,0
4204,0
4205,0
4206,0
4209,0
4211,0
4213,0
4214,0
4216,0
4219,0
4222,0
4223,0
4225,0
4226,0
4233,0
4234,0
4235,0
4236,0
4239,0
4240,0
4242,0
4243,0
4246,0
4247,0
4249,0
4250,0
4253,0
4254,0
4255,0
4257,0
4258,0
4259,0
4260,0
4262,0
4264,0
4266,0
4268,0
4270,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4281,0
4282,0
4283,0
4284,0
4285,0
4288,0
4289,0
4290,0
4291,0
4292,0
4293,0
4298,0
4299,0
4300,0
4301,0
4303,0
4305,0
4306,0
4308,0
4309,0
4311,0
4313,0
4314,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4325,0
4327,0
4328,0
4329,0
4331,0
4333,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0
4342,0
4343,0
4345,0
4346,0
4348,0
4349,0
4352,0
4354,0
4355,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4365,0
4366,0
4368,0
4370,0
4371,0
4372,0
4373,0
4375,0
4377,0
4379,0
4380,0
4381,0
4384,0
4385,0
4386,0
4388,0
4389,0
4390,0
4391,0
4392,0
4394,0
4397,0
4398,0
4399,0
4400,0
4402,0
4403,0
4406,0
4407,0
4410,0
4412,0
4413,0
4414,0
4415,0
4418,0
4419,0
4422,0
4423,0
4425,0
4426,0
4427,0
4428,0
4429,0
4431,0
4432,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4441,0
4442,0
4447,0
4453,0
4454,0
4456,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4470,0
4473,0
4474,0
4476,0
4478,0
4479,0
4480,0
4481,0
4483,0
4484,0
4487,0
4488,0
4489,0
4491,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4505,0
4507,0
4508,0
4512,0
4513,0
4515,0
4516,0
4517,0
4518,0
4520,0
4522,0
4523,0
4526,0
4527,0
4528,0
4530,0
4531,0
4532,0
4533,0
4534,0
4536,0
4537,0
4539,0
4540,0
4541,0
4545,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,0
4554,0
4555,0
4557,0
4559,0
4560,0
4561,0
4562,0
4563,0
4565,0
4566,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4577,0
4579,0
4580,0
4582,0
4583,0
4584,0
4586,0
4589,0
4590,0
4591,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4600,0
4601,0
4603,0
4609,0
4610,0
4613,0
4615,0
4617,0
4619,0
4620,0
4621,0
4622,0
4624,0
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4638,0
4639,0
4640,0
4641,0
4643,0
4644,0
4645,0
4646,0
4649,0
4650,0
4655,0
4659,0
4661,0
4663,0
4664,0
4665,0
4666,0
4668,0
4670,0
4672,0
4674,0
4675,0
4680,0
4685,0
4686,0
4687,0
4689,0
4690,0
4692,0
4694,0
4697,0
4698,0
4699,0
4700,0
4703,0
4704,0
4709,0
4711,0
4714,0
4715,0
4716,0
4718,0
4724,0
4725,0
4728,0
4729,0
4730,0
4731,0
4733,0
4735,0
